Resistencia;Condutancia;VG;Coef. Linear
9794.70330831264;0.0001020959970427;-0.03177012885;0.0146475233543407
9878.216745908889;0.0001012328465473;-0.04848549715;0.0151900274009382
9888.192737598769;0.000101130714837;-0.0746520983499999;0.0151520744304291
9890.457227290104;0.0001011075602491;-0.09524540295;0.0153972904760271
9860.04110528773;0.0001014194554892;-0.1130665255;0.0154179049525516
9848.54198333017;0.0001015378724782;-0.1394549384999999;0.0157821826350464
9906.696295601256;0.0001009418246165;-0.1583532579999999;0.0151236587043698
9908.88021797766;0.0001009195769856;-0.174778952;0.0155129375956327
9919.129182096216;0.0001008153015896;-0.1915523455;0.0157066245593245
9853.382303837454;0.0001014879935806;-0.21794842;0.0152944097647113
9900.325935088837;0.0001010067755906;-0.015662830445;0.0157457521249795
9880.826084987726;0.0001012061128693;0.001045288633;0.0146398390145858
9854.202998752373;0.0001014795412806;0.01894135625;0.0152800906402333
9883.273521117357;0.0001011810507787;0.0462591386;0.014725765087944
9870.279642897509;0.0001013142520961;0.06353003885;0.015239484795505
9855.568961958214;0.0001014654764083;0.0800165396;0.0151083730971405
9850.13998716908;0.000101521399828;0.10778330785;0.0148887125226518
9857.34774029954;0.0001014471667578;0.1269870775;0.0150810852463774
9879.74048629086;0.0001012172335283;0.143031737;0.0157034127379858
9875.139186072907;0.0001012643954841;0.167791544;0.0146558408468908
9860.55097035599;0.0001014142113362;0.1902344764999999;0.0151709683255314
9905.49174104028;0.0001009540996189;0.2064465305;0.0154365255088544
9837.102637177972;0.0001016559485941;0.222414094;0.0150013785993239
9847.61511248763;0.00010154742936;0.2393900515;0.0155766357889348
9858.585479508836;0.0001014344301298;0.2691087775;0.0145899970885006
9891.940443672274;0.000101092399989;0.2858947115;0.0149102288798439
9872.80144932747;0.00010128837343;0.3020807345;0.0149704947500731
9872.026854330736;0.0001012963208828;0.3251512975;0.0143491815372623
9860.05301597063;0.0001014193329772;0.347837022;0.0149839056021273
9879.468294124788;0.0001012200221943;0.3652359564999999;0.0144637379226422
9815.77333625844;0.0001018768430915;0.3812661889999999;0.0143083091546234
9849.097532071026;0.0001015321451273;0.3993719675;0.0155932652480199
9889.493755783664;0.0001011174105262;0.4284688785000001;0.0144311139700693
9852.455906681476;0.0001014975361951;0.4448352705;0.0153137734376019
9857.722666238093;0.0001014433083439;0.4645707305;0.0149911545674987
9829.738305876564;0.0001017321081073;0.4893201465;0.0155732526819568
9885.496591608227;0.0001011582969791;0.508101418;0.0151993390689289
9843.580360200052;0.0001015890522967;0.5240926934999999;0.0151491234930422
9835.925857269804;0.0001016681108124;0.5399949850000001;0.0153013333247852
9843.242853459093;0.000101592535599;0.5581016030000001;0.014941031711215
9872.296187559576;0.0001012935573448;0.5817658065000001;0.0148531528231745
9821.309628498486;0.0001018194149075;0.6031791645000001;0.0146122149007257
9871.084836150238;0.0001013059878016;0.6201742505;0.0145205321043385
9840.903369447757;0.000101616687255;0.6457115495000001;0.0142368592622554
9873.402567448476;0.0001012822067335;0.6656894769999999;0.0145046164864056
9855.59829965348;0.0001014651743705;0.6829594080000001;0.0146041864089839
9806.985146544888;0.0001019681364922;0.700718997;0.0146769326232489
9847.692426625124;0.0001015466321121;0.723784346;0.0146750731716662
9854.5745408639;0.0001014757152481;0.7448608535000001;0.0149920343440753
9856.148009303874;0.0001014595153254;0.7635163725;0.0140498935052518
9868.92149935169;0.0001013281947845;0.7892050945;0.0145308551852493
